FIPS,State,County,Week,Date,Retail,Grocery,Parks,Transit,Work,Residential
,The Whole Country,The Whole Country,1,2/29/2020,12,7,21,7,4,-2
,The Whole Country,The Whole Country,1,3/1/2020,13,9,18,7,3,-1
,The Whole Country,The Whole Country,1,3/2/2020,7,6,10,2,3,-1
,The Whole Country,The Whole Country,1,3/3/2020,11,10,20,3,2,-1
,The Whole Country,The Whole Country,1,3/4/2020,8,6,17,2,3,-1
,The Whole Country,The Whole Country,1,3/5/2020,8,7,21,2,3,-1
,The Whole Country,The Whole Country,1,3/6/2020,5,3,12,2,2,-1
,The Whole Country,The Whole Country,2,3/7/2020,10,8,29,7,5,-1
,The Whole Country,The Whole Country,2,3/8/2020,10,7,40,5,2,-1
,The Whole Country,The Whole Country,2,3/9/2020,6,6,31,-1,0,0
,The Whole Country,The Whole Country,2,3/10/2020,6,7,18,-3,-2,1
,The Whole Country,The Whole Country,2,3/11/2020,8,10,26,-2,-1,0
,The Whole Country,The Whole Country,2,3/12/2020,6,23,19,-6,-3,1
,The Whole Country,The Whole Country,2,3/13/2020,2,26,4,-10,-7,3
,The Whole Country,The Whole Country,3,3/14/2020,-6,18,3,-10,-1,3
,The Whole Country,The Whole Country,3,3/15/2020,-9,12,5,-13,-7,3
,The Whole Country,The Whole Country,3,3/16/2020,-8,21,-1,-22,-20,8
,The Whole Country,The Whole Country,3,3/17/2020,-18,14,8,-26,-27,11
,The Whole Country,The Whole Country,3,3/18/2020,-24,8,6,-30,-31,13
,The Whole Country,The Whole Country,3,3/19/2020,-28,7,2,-36,-33,15
,The Whole Country,The Whole Country,3,3/20/2020,-32,5,-2,-37,-36,16
,The Whole Country,The Whole Country,4,3/21/2020,-40,-2,-3,-36,-24,12
,The Whole Country,The Whole Country,4,3/22/2020,-44,-13,-12,-44,-31,11
,The Whole Country,The Whole Country,4,3/23/2020,-38,-10,-23,-47,-41,17
,The Whole Country,The Whole Country,4,3/24/2020,-39,-12,-10,-46,-45,19
,The Whole Country,The Whole Country,4,3/25/2020,-40,-15,-7,-47,-46,19
,The Whole Country,The Whole Country,4,3/26/2020,-40,-14,3,-48,-47,20
,The Whole Country,The Whole Country,4,3/27/2020,-42,-16,-7,-49,-46,21
,The Whole Country,The Whole Country,5,3/28/2020,-48,-19,-25,-49,-34,15
,The Whole Country,The Whole Country,5,3/29/2020,-47,-22,-19,-51,-38,12
,The Whole Country,The Whole Country,5,3/30/2020,-40,-18,-15,-50,-48,19
,The Whole Country,The Whole Country,5,3/31/2020,-40,-16,-16,-49,-49,20
,The Whole Country,The Whole Country,5,4/1/2020,-37,-11,-7,-48,-49,20
,The Whole Country,The Whole Country,5,4/2/2020,-40,-11,-9,-51,-50,21
,The Whole Country,The Whole Country,5,4/3/2020,-42,-12,-21,-51,-50,22
,The Whole Country,The Whole Country,6,4/4/2020,-48,-15,-24,-50,-37,15
,The Whole Country,The Whole Country,6,4/5/2020,-49,-20,-20,-54,-40,13
,The Whole Country,The Whole Country,6,4/6/2020,-42,-16,-10,-52,-50,20
,The Whole Country,The Whole Country,6,4/7/2020,-42,-14,-2,-51,-51,21
,The Whole Country,The Whole Country,6,4/8/2020,-42,-15,-6,-51,-51,21
,The Whole Country,The Whole Country,6,4/9/2020,-43,-13,-21,-54,-52,22
,The Whole Country,The Whole Country,6,4/10/2020,-43,-13,-21,-54,-56,24
,The Whole Country,The Whole Country,7,4/11/2020,-45,-7,-16,-49,-38,14
1,Alabama,The Whole State,1,2/29/2020,15,10,55,20,5,-3
1,Alabama,The Whole State,1,3/1/2020,16,10,53,21,4,-2
1,Alabama,The Whole State,1,3/2/2020,8,4,-2,5,2,0
1,Alabama,The Whole State,1,3/3/2020,20,15,33,5,2,-1
1,Alabama,The Whole State,1,3/4/2020,7,0,-8,2,0,1
1,Alabama,The Whole State,1,3/5/2020,7,6,0,4,2,1
1,Alabama,The Whole State,1,3/6/2020,9,4,29,10,2,-1
1,Alabama,The Whole State,2,3/7/2020,12,8,63,18,7,-2
1,Alabama,The Whole State,2,3/8/2020,12,8,55,20,3,-1
1,Alabama,The Whole State,2,3/9/2020,10,8,45,9,2,-1
1,Alabama,The Whole State,2,3/10/2020,9,8,21,4,1,0
1,Alabama,The Whole State,2,3/11/2020,10,8,27,7,1,-1
1,Alabama,The Whole State,2,3/12/2020,10,22,43,8,1,-1
1,Alabama,The Whole State,2,3/13/2020,7,32,26,7,-2,0
1,Alabama,The Whole State,3,3/14/2020,1,28,55,12,4,0
1,Alabama,The Whole State,3,3/15/2020,-7,16,16,6,-4,2
1,Alabama,The Whole State,3,3/16/2020,-2,24,22,2,-10,4
1,Alabama,The Whole State,3,3/17/2020,-11,17,25,-1,-17,7
1,Alabama,The Whole State,3,3/18/2020,-13,13,39,-3,-22,8
1,Alabama,The Whole State,3,3/19/2020,-20,15,27,-8,-25,10
1,Alabama,The Whole State,3,3/20/2020,-27,10,7,-14,-29,14
1,Alabama,The Whole State,4,3/21/2020,-35,5,10,-13,-16,8
1,Alabama,The Whole State,4,3/22/2020,-40,-7,2,-22,-27,9
1,Alabama,The Whole State,4,3/23/2020,-33,-6,-11,-22,-33,14
1,Alabama,The Whole State,4,3/24/2020,-32,-5,4,-18,-34,15
1,Alabama,The Whole State,4,3/25/2020,-28,-4,36,-15,-36,13
1,Alabama,The Whole State,4,3/26/2020,-30,-3,32,-19,-36,14
1,Alabama,The Whole State,4,3/27/2020,-30,-2,30,-24,-37,16
1,Alabama,The Whole State,5,3/28/2020,-36,-2,22,-25,-22,9
1,Alabama,The Whole State,5,3/29/2020,-41,-13,19,-30,-32,9
1,Alabama,The Whole State,5,3/30/2020,-33,-10,10,-25,-38,14
1,Alabama,The Whole State,5,3/31/2020,-36,-11,-23,-26,-40,17
1,Alabama,The Whole State,5,4/1/2020,-25,5,19,-20,-39,14
1,Alabama,The Whole State,5,4/2/2020,-32,3,12,-25,-39,16
1,Alabama,The Whole State,5,4/3/2020,-29,12,17,-29,-40,16
1,Alabama,The Whole State,6,4/4/2020,-41,8,4,-33,-26,11
1,Alabama,The Whole State,6,4/5/2020,-50,-18,-1,-40,-36,12
1,Alabama,The Whole State,6,4/6/2020,-37,-10,3,-29,-41,16
1,Alabama,The Whole State,6,4/7/2020,-39,-11,-15,-31,-42,18
1,Alabama,The Whole State,6,4/8/2020,-36,-9,-1,-30,-43,17
1,Alabama,The Whole State,6,4/9/2020,-35,-4,5,-31,-43,18
1,Alabama,The Whole State,6,4/10/2020,-34,-4,4,-37,-48,20
1,Alabama,The Whole State,7,4/11/2020,-39,3,11,-35,-29,10
2,Alaska,The Whole State,1,2/29/2020,13,9,9,12,5,-2
2,Alaska,The Whole State,1,3/1/2020,18,14,6,16,5,-1
2,Alaska,The Whole State,1,3/2/2020,6,6,4,6,1,0
2,Alaska,The Whole State,1,3/3/2020,11,9,-2,3,3,0
2,Alaska,The Whole State,1,3/4/2020,11,8,3,8,3,0
2,Alaska,The Whole State,1,3/5/2020,9,7,9,4,2,0
2,Alaska,The Whole State,1,3/6/2020,9,4,10,9,0,1
2,Alaska,The Whole State,2,3/7/2020,12,10,17,9,3,-1
2,Alaska,The Whole State,2,3/8/2020,13,8,34,9,2,-1
2,Alaska,The Whole State,2,3/9/2020,7,4,14,3,-10,2
2,Alaska,The Whole State,2,3/10/2020,13,6,11,2,-7,2
2,Alaska,The Whole State,2,3/11/2020,12,9,16,3,-8,2
2,Alaska,The Whole State,2,3/12/2020,12,19,21,-1,-9,2
2,Alaska,The Whole State,2,3/13/2020,7,19,16,0,-10,3
2,Alaska,The Whole State,3,3/14/2020,0,19,37,1,-1,1
2,Alaska,The Whole State,3,3/15/2020,5,14,58,7,-1,0
2,Alaska,The Whole State,3,3/16/2020,1,20,29,-6,-12,4
2,Alaska,The Whole State,3,3/17/2020,-14,8,12,-12,-15,7
2,Alaska,The Whole State,3,3/18/2020,-19,8,6,-12,-21,9
2,Alaska,The Whole State,3,3/19/2020,-26,4,15,-21,-25,10
2,Alaska,The Whole State,3,3/20/2020,-28,3,23,-24,-25,12
2,Alaska,The Whole State,4,3/21/2020,-37,-1,1,-25,-20,8
2,Alaska,The Whole State,4,3/22/2020,-30,-4,65,-30,-21,6
2,Alaska,The Whole State,4,3/23/2020,-36,-11,23,-37,-35,14
2,Alaska,The Whole State,4,3/24/2020,-37,-12,17,-39,-39,16
2,Alaska,The Whole State,4,3/25/2020,-40,-15,6,-42,-41,18
2,Alaska,The Whole State,4,3/26/2020,-40,-13,31,-42,-42,17
2,Alaska,The Whole State,4,3/27/2020,-42,-15,2,-50,-40,19
2,Alaska,The Whole State,5,3/28/2020,-47,-15,11,-50,-30,11
2,Alaska,The Whole State,5,3/29/2020,-48,-27,18,-55,-33,10
2,Alaska,The Whole State,5,3/30/2020,-40,-17,15,-49,-46,18
2,Alaska,The Whole State,5,3/31/2020,-37,-15,15,-45,-44,18
2,Alaska,The Whole State,5,4/1/2020,-35,-8,3,-43,-44,18
2,Alaska,The Whole State,5,4/2/2020,-42,-14,-3,-50,-45,19
2,Alaska,The Whole State,5,4/3/2020,-42,-14,2,-47,-43,20
2,Alaska,The Whole State,6,4/4/2020,-47,-14,21,-50,-32,12
2,Alaska,The Whole State,6,4/5/2020,-41,-17,29,-52,-32,9
2,Alaska,The Whole State,6,4/6/2020,-37,-15,1,-49,-44,17
2,Alaska,The Whole State,6,4/7/2020,-38,-16,1,-48,-44,18
2,Alaska,The Whole State,6,4/8/2020,-38,-14,7,-49,-44,18
2,Alaska,The Whole State,6,4/9/2020,-38,-12,19,-48,-44,18
2,Alaska,The Whole State,6,4/10/2020,-40,-10,28,-49,-44,19
2,Alaska,The Whole State,7,4/11/2020,-41,-4,36,-52,-32,10
4,Arizona,The Whole State,1,2/29/2020,6,6,14,7,2,-2
4,Arizona,The Whole State,1,3/1/2020,12,7,21,8,3,-1
4,Arizona,The Whole State,1,3/2/2020,8,4,4,4,3,0
4,Arizona,The Whole State,1,3/3/2020,9,8,11,6,3,-1
4,Arizona,The Whole State,1,3/4/2020,8,8,17,7,2,-1
4,Arizona,The Whole State,1,3/5/2020,9,6,22,5,2,-1
4,Arizona,The Whole State,1,3/6/2020,6,6,20,8,1,-1
4,Arizona,The Whole State,2,3/7/2020,4,5,18,9,1,-2
4,Arizona,The Whole State,2,3/8/2020,9,4,22,7,1,-2
4,Arizona,The Whole State,2,3/9/2020,9,4,32,4,-7,0
4,Arizona,The Whole State,2,3/10/2020,6,3,4,2,-8,2
4,Arizona,The Whole State,2,3/11/2020,5,6,-14,-2,-10,3
4,Arizona,The Whole State,2,3/12/2020,6,15,-15,-6,-12,4
4,Arizona,The Whole State,2,3/13/2020,0,20,-16,-7,-12,4
4,Arizona,The Whole State,3,3/14/2020,-5,18,-6,-2,-2,2
4,Arizona,The Whole State,3,3/15/2020,-2,16,15,-3,-4,1
4,Arizona,The Whole State,3,3/16/2020,0,22,13,-9,-19,5
4,Arizona,The Whole State,3,3/17/2020,-9,20,9,-9,-24,8
4,Arizona,The Whole State,3,3/18/2020,-23,6,-38,-21,-31,12
4,Arizona,The Whole State,3,3/19/2020,-22,7,-8,-23,-33,13
4,Arizona,The Whole State,3,3/20/2020,-28,6,-6,-25,-33,14
4,Arizona,The Whole State,4,3/21/2020,-36,-1,-14,-26,-22,10
4,Arizona,The Whole State,4,3/22/2020,-37,-10,0,-33,-28,8
4,Arizona,The Whole State,4,3/23/2020,-31,-10,-3,-33,-37,13
4,Arizona,The Whole State,4,3/24/2020,-32,-9,0,-31,-39,15
4,Arizona,The Whole State,4,3/25/2020,-33,-11,-7,-32,-41,15
4,Arizona,The Whole State,4,3/26/2020,-34,-12,-9,-36,-42,16
4,Arizona,The Whole State,4,3/27/2020,-38,-14,-22,-39,-41,18
4,Arizona,The Whole State,5,3/28/2020,-41,-15,-24,-37,-29,12
4,Arizona,The Whole State,5,3/29/2020,-40,-17,-7,-41,-33,10
4,Arizona,The Whole State,5,3/30/2020,-30,-9,-6,-37,-42,14
4,Arizona,The Whole State,5,3/31/2020,-33,-10,-17,-35,-44,16
4,Arizona,The Whole State,5,4/1/2020,-38,-15,-20,-37,-47,17
4,Arizona,The Whole State,5,4/2/2020,-38,-16,-17,-40,-47,18
4,Arizona,The Whole State,5,4/3/2020,-38,-13,-21,-41,-46,19
4,Arizona,The Whole State,6,4/4/2020,-44,-16,-36,-43,-34,13
4,Arizona,The Whole State,6,4/5/2020,-43,-19,-23,-47,-37,11
4,Arizona,The Whole State,6,4/6/2020,-38,-18,-18,-41,-47,17
4,Arizona,The Whole State,6,4/7/2020,-38,-15,-18,-39,-48,17
4,Arizona,The Whole State,6,4/8/2020,-39,-16,-27,-41,-49,18
4,Arizona,The Whole State,6,4/9/2020,-37,-14,-17,-41,-49,18
4,Arizona,The Whole State,6,4/10/2020,-38,-13,-21,-43,-50,20
4,Arizona,The Whole State,7,4/11/2020,-43,-14,-42,-45,-36,14
5,Arkansas,The Whole State,1,2/29/2020,17,11,70,8,4,-3
5,Arkansas,The Whole State,1,3/1/2020,18,12,21,11,3,-2
5,Arkansas,The Whole State,1,3/2/2020,14,7,26,3,3,-1
5,Arkansas,The Whole State,1,3/3/2020,22,15,58,4,3,-2
5,Arkansas,The Whole State,1,3/4/2020,15,9,36,3,4,-2
5,Arkansas,The Whole State,1,3/5/2020,17,12,80,6,3,-2
5,Arkansas,The Whole State,1,3/6/2020,13,8,73,6,3,-2
5,Arkansas,The Whole State,2,3/7/2020,12,10,80,10,4,-2
5,Arkansas,The Whole State,2,3/8/2020,16,13,78,12,3,-2
5,Arkansas,The Whole State,2,3/9/2020,6,4,-5,2,1,2
5,Arkansas,The Whole State,2,3/10/2020,13,11,84,6,3,-1
5,Arkansas,The Whole State,2,3/11/2020,12,14,61,2,4,-1
5,Arkansas,The Whole State,2,3/12/2020,14,33,69,4,2,-1
5,Arkansas,The Whole State,2,3/13/2020,5,25,15,2,-2,2
5,Arkansas,The Whole State,3,3/14/2020,-7,11,-21,-1,0,4
5,Arkansas,The Whole State,3,3/15/2020,-5,14,-4,1,-4,3
5,Arkansas,The Whole State,3,3/16/2020,-6,13,-20,-6,-16,7
5,Arkansas,The Whole State,3,3/17/2020,-10,10,25,-6,-19,8
5,Arkansas,The Whole State,3,3/18/2020,-12,8,50,-9,-22,8
5,Arkansas,The Whole State,3,3/19/2020,-18,10,17,-10,-24,10
5,Arkansas,The Whole State,3,3/20/2020,-23,12,30,-13,-26,11
5,Arkansas,The Whole State,4,3/21/2020,-33,2,23,-12,-14,8
5,Arkansas,The Whole State,4,3/22/2020,-41,-11,-26,-22,-26,9
5,Arkansas,The Whole State,4,3/23/2020,-29,-7,17,-18,-32,13
5,Arkansas,The Whole State,4,3/24/2020,-30,-9,52,-17,-35,14
5,Arkansas,The Whole State,4,3/25/2020,-25,-5,108,-18,-35,12
5,Arkansas,The Whole State,4,3/26/2020,-24,-4,133,-18,-36,12
5,Arkansas,The Whole State,4,3/27/2020,-28,-7,88,-22,-36,13
5,Arkansas,The Whole State,5,3/28/2020,-39,-14,-1,-26,-23,10
5,Arkansas,The Whole State,5,3/29/2020,-29,-7,81,-22,-27,7
5,Arkansas,The Whole State,5,3/30/2020,-31,-11,-19,-25,-34,14
5,Arkansas,The Whole State,5,3/31/2020,-26,-6,36,-21,-35,13
5,Arkansas,The Whole State,5,4/1/2020,-19,2,75,-18,-35,11
5,Arkansas,The Whole State,5,4/2/2020,-24,2,59,-21,-36,13
5,Arkansas,The Whole State,5,4/3/2020,-28,3,6,-27,-36,15
5,Arkansas,The Whole State,6,4/4/2020,-42,-4,-32,-31,-25,12
5,Arkansas,The Whole State,6,4/5/2020,-36,-3,25,-33,-29,8
5,Arkansas,The Whole State,6,4/6/2020,-29,-6,15,-25,-36,13
5,Arkansas,The Whole State,6,4/7/2020,-30,-6,46,-24,-37,14
5,Arkansas,The Whole State,6,4/8/2020,-25,-2,81,-24,-37,12
5,Arkansas,The Whole State,6,4/9/2020,-25,0,58,-25,-38,13
5,Arkansas,The Whole State,6,4/10/2020,-25,2,62,-30,-43,15
5,Arkansas,The Whole State,7,4/11/2020,-35,1,1,-34,-26,10
6,California,The Whole State,1,2/29/2020,4,4,15,1,2,-1
6,California,The Whole State,1,3/1/2020,5,3,-4,-1,1,0
6,California,The Whole State,1,3/2/2020,6,6,8,0,4,-1
6,California,The Whole State,1,3/3/2020,8,9,30,2,3,-1
6,California,The Whole State,1,3/4/2020,4,6,15,-1,2,0
6,California,The Whole State,1,3/5/2020,5,7,11,-1,2,0
6,California,The Whole State,1,3/6/2020,2,5,7,-4,2,0
6,California,The Whole State,2,3/7/2020,0,4,0,-6,2,1
6,California,The Whole State,2,3/8/2020,2,3,11,-4,1,0
6,California,The Whole State,2,3/9/2020,3,6,12,-7,1,1
6,California,The Whole State,2,3/10/2020,-1,4,-10,-13,-3,3
6,California,The Whole State,2,3/11/2020,3,9,12,-10,-3,2
6,California,The Whole State,2,3/12/2020,-3,13,-15,-18,-6,4
6,California,The Whole State,2,3/13/2020,-3,31,-20,-21,-8,5
6,California,The Whole State,3,3/14/2020,-13,23,-37,-24,-6,6
6,California,The Whole State,3,3/15/2020,-16,11,-25,-23,-8,6
6,California,The Whole State,3,3/16/2020,-12,21,-27,-31,-24,11
6,California,The Whole State,3,3/17/2020,-23,11,-12,-34,-33,14
6,California,The Whole State,3,3/18/2020,-29,4,-20,-39,-38,17
6,California,The Whole State,3,3/19/2020,-32,3,-20,-43,-40,18
6,California,The Whole State,3,3/20/2020,-40,-3,-22,-46,-44,21
6,California,The Whole State,4,3/21/2020,-48,-13,-22,-47,-33,16
6,California,The Whole State,4,3/22/2020,-50,-22,-24,-52,-36,14
6,California,The Whole State,4,3/23/2020,-41,-18,-28,-52,-49,21
6,California,The Whole State,4,3/24/2020,-42,-18,-31,-52,-50,22
6,California,The Whole State,4,3/25/2020,-42,-19,-30,-52,-51,22
6,California,The Whole State,4,3/26/2020,-42,-18,-28,-53,-51,23
6,California,The Whole State,4,3/27/2020,-44,-17,-29,-54,-50,24
6,California,The Whole State,5,3/28/2020,-50,-20,-48,-53,-37,18
6,California,The Whole State,5,3/29/2020,-50,-24,-38,-54,-39,15
6,California,The Whole State,5,3/30/2020,-40,-20,-24,-53,-51,21
6,California,The Whole State,5,3/31/2020,-40,-18,-23,-52,-53,22
6,California,The Whole State,5,4/1/2020,-39,-14,-25,-51,-52,22
6,California,The Whole State,5,4/2/2020,-41,-15,-30,-54,-53,23
6,California,The Whole State,5,4/3/2020,-42,-12,-31,-53,-51,23
6,California,The Whole State,6,4/4/2020,-50,-18,-54,-54,-39,18
6,California,The Whole State,6,4/5/2020,-53,-27,-61,-59,-42,16
6,California,The Whole State,6,4/6/2020,-46,-23,-54,-60,-54,24
6,California,The Whole State,6,4/7/2020,-47,-23,-41,-57,-55,24
6,California,The Whole State,6,4/8/2020,-47,-22,-43,-58,-55,24
6,California,The Whole State,6,4/9/2020,-49,-24,-54,-62,-56,26
6,California,The Whole State,6,4/10/2020,-47,-19,-44,-59,-56,26
6,California,The Whole State,7,4/11/2020,-48,-14,-46,-53,-40,18
8,Colorado,The Whole State,1,2/29/2020,5,8,5,4,4,-1
8,Colorado,The Whole State,1,3/1/2020,8,9,-14,2,3,0
8,Colorado,The Whole State,1,3/2/2020,3,5,0,0,7,0
8,Colorado,The Whole State,1,3/3/2020,9,11,17,3,4,-1
8,Colorado,The Whole State,1,3/4/2020,8,8,25,2,2,-1
8,Colorado,The Whole State,1,3/5/2020,8,10,33,0,2,-1
8,Colorado,The Whole State,1,3/6/2020,6,10,39,1,2,-1
8,Colorado,The Whole State,2,3/7/2020,6,13,49,4,3,-2
8,Colorado,The Whole State,2,3/8/2020,8,12,37,1,2,0
8,Colorado,The Whole State,2,3/9/2020,6,11,46,1,8,-1
8,Colorado,The Whole State,2,3/10/2020,6,11,32,-2,2,0
8,Colorado,The Whole State,2,3/11/2020,7,14,48,-1,1,-1
8,Colorado,The Whole State,2,3/12/2020,6,27,22,-8,-2,1
8,Colorado,The Whole State,2,3/13/2020,-6,27,-22,-17,-8,5
8,Colorado,The Whole State,3,3/14/2020,-14,18,-17,-15,-4,5
8,Colorado,The Whole State,3,3/15/2020,-14,12,16,-18,-10,4
8,Colorado,The Whole State,3,3/16/2020,-7,22,44,-23,-21,7
8,Colorado,The Whole State,3,3/17/2020,-24,14,14,-29,-34,13
8,Colorado,The Whole State,3,3/18/2020,-26,10,50,-32,-38,14
8,Colorado,The Whole State,3,3/19/2020,-46,-12,-52,-57,-47,22
8,Colorado,The Whole State,3,3/20/2020,-42,-4,-43,-48,-46,21
8,Colorado,The Whole State,4,3/21/2020,-43,-5,-26,-44,-29,13
8,Colorado,The Whole State,4,3/22/2020,-41,-10,10,-47,-33,10
8,Colorado,The Whole State,4,3/23/2020,-31,-4,18,-47,-41,16
8,Colorado,The Whole State,4,3/24/2020,-35,-8,36,-47,-47,18
8,Colorado,The Whole State,4,3/25/2020,-35,-8,32,-50,-49,19
8,Colorado,The Whole State,4,3/26/2020,-50,-24,4,-57,-53,22
8,Colorado,The Whole State,4,3/27/2020,-53,-26,-42,-60,-53,25
8,Colorado,The Whole State,5,3/28/2020,-56,-28,-39,-59,-40,17
8,Colorado,The Whole State,5,3/29/2020,-51,-27,-12,-60,-40,13
8,Colorado,The Whole State,5,3/30/2020,-44,-23,0,-56,-50,19
8,Colorado,The Whole State,5,3/31/2020,-40,-17,23,-52,-53,20
8,Colorado,The Whole State,5,4/1/2020,-41,-17,16,-54,-54,21
8,Colorado,The Whole State,5,4/2/2020,-48,-23,-46,-63,-56,24
8,Colorado,The Whole State,5,4/3/2020,-47,-20,-37,-60,-54,25
8,Colorado,The Whole State,6,4/4/2020,-50,-21,-21,-57,-40,16
8,Colorado,The Whole State,6,4/5/2020,-47,-21,10,-58,-41,12
8,Colorado,The Whole State,6,4/6/2020,-41,-18,31,-55,-51,19
8,Colorado,The Whole State,6,4/7/2020,-41,-17,22,-53,-55,21
8,Colorado,The Whole State,6,4/8/2020,-41,-17,22,-54,-55,21
8,Colorado,The Whole State,6,4/9/2020,-42,-16,12,-56,-55,22
8,Colorado,The Whole State,6,4/10/2020,-43,-15,9,-56,-55,23
8,Colorado,The Whole State,7,4/11/2020,-46,-11,-2,-53,-40,14
9,Connecticut,The Whole State,1,2/29/2020,9,0,27,6,2,-2
9,Connecticut,The Whole State,1,3/1/2020,10,5,-1,10,3,-1
9,Connecticut,The Whole State,1,3/2/2020,7,8,31,2,4,-1
9,Connecticut,The Whole State,1,3/3/2020,6,10,19,5,3,-1
9,Connecticut,The Whole State,1,3/4/2020,6,8,22,4,2,-1
9,Connecticut,The Whole State,1,3/5/2020,7,8,29,5,3,-1
9,Connecticut,The Whole State,1,3/6/2020,2,1,1,2,2,1
9,Connecticut,The Whole State,2,3/7/2020,10,6,50,7,3,-1
9,Connecticut,The Whole State,2,3/8/2020,8,3,55,10,2,0
9,Connecticut,The Whole State,2,3/9/2020,9,8,95,2,2,-1
9,Connecticut,The Whole State,2,3/10/2020,4,9,24,0,1,0
9,Connecticut,The Whole State,2,3/11/2020,5,12,30,-3,-1,0
9,Connecticut,The Whole State,2,3/12/2020,5,34,10,-9,-2,2
9,Connecticut,The Whole State,2,3/13/2020,-4,30,6,-18,-12,6
9,Connecticut,The Whole State,3,3/14/2020,-7,16,95,-12,-3,3
9,Connecticut,The Whole State,3,3/15/2020,-13,4,56,-19,-8,5
9,Connecticut,The Whole State,3,3/16/2020,-7,26,16,-25,-23,9
9,Connecticut,The Whole State,3,3/17/2020,-27,8,-10,-30,-31,14
9,Connecticut,The Whole State,3,3/18/2020,-27,6,46,-30,-34,14
9,Connecticut,The Whole State,3,3/19/2020,-33,2,-12,-40,-36,17
9,Connecticut,The Whole State,3,3/20/2020,-32,12,12,-41,-37,18
9,Connecticut,The Whole State,4,3/21/2020,-38,1,100,-38,-26,11
9,Connecticut,The Whole State,4,3/22/2020,-43,-15,27,-48,-29,11
9,Connecticut,The Whole State,4,3/23/2020,-47,-24,-46,-53,-45,21
9,Connecticut,The Whole State,4,3/24/2020,-43,-16,17,-46,-47,21
9,Connecticut,The Whole State,4,3/25/2020,-46,-19,-21,-51,-49,22
9,Connecticut,The Whole State,4,3/26/2020,-41,-14,55,-48,-48,21
9,Connecticut,The Whole State,4,3/27/2020,-42,-16,55,-51,-47,22
9,Connecticut,The Whole State,5,3/28/2020,-48,-20,29,-55,-35,15
9,Connecticut,The Whole State,5,3/29/2020,-56,-32,-52,-64,-38,15
9,Connecticut,The Whole State,5,3/30/2020,-43,-19,-6,-53,-49,21
9,Connecticut,The Whole State,5,3/31/2020,-42,-18,8,-51,-51,22
9,Connecticut,The Whole State,5,4/1/2020,-40,-11,28,-49,-51,21
9,Connecticut,The Whole State,5,4/2/2020,-44,-12,-3,-54,-51,23
9,Connecticut,The Whole State,5,4/3/2020,-46,-12,-35,-59,-52,26
9,Connecticut,The Whole State,6,4/4/2020,-47,-15,88,-53,-38,15
9,Connecticut,The Whole State,6,4/5/2020,-50,-26,23,-61,-38,13
9,Connecticut,The Whole State,6,4/6/2020,-39,-16,60,-52,-52,21
9,Connecticut,The Whole State,6,4/7/2020,-41,-16,42,-50,-53,22
9,Connecticut,The Whole State,6,4/8/2020,-46,-17,-3,-54,-54,23
9,Connecticut,The Whole State,6,4/9/2020,-48,-17,-32,-59,-55,25
9,Connecticut,The Whole State,6,4/10/2020,-45,-10,-10,-59,-62,28
9,Connecticut,The Whole State,7,4/11/2020,-44,-9,76,-54,-40,15
10,Delaware,The Whole State,1,2/29/2020,12,4,9,10,6,-1
10,Delaware,The Whole State,1,3/1/2020,12,7,7,1,3,-1
10,Delaware,The Whole State,1,3/2/2020,10,4,33,4,4,-1
10,Delaware,The Whole State,1,3/3/2020,11,6,18,5,3,-1
10,Delaware,The Whole State,1,3/4/2020,10,4,37,7,1,-1
10,Delaware,The Whole State,1,3/5/2020,9,5,27,8,2,-1
10,Delaware,The Whole State,1,3/6/2020,1,-3,-18,-1,1,1
10,Delaware,The Whole State,2,3/7/2020,12,7,39,15,6,-1
10,Delaware,The Whole State,2,3/8/2020,10,8,71,14,2,-1
10,Delaware,The Whole State,2,3/9/2020,10,5,83,4,2,-1
10,Delaware,The Whole State,2,3/10/2020,8,6,28,2,1,0
10,Delaware,The Whole State,2,3/11/2020,7,7,24,1,1,0
10,Delaware,The Whole State,2,3/12/2020,9,18,17,0,-2,0
10,Delaware,The Whole State,2,3/13/2020,6,18,34,-9,-5,3
10,Delaware,The Whole State,3,3/14/2020,-1,11,84,-3,0,2
10,Delaware,The Whole State,3,3/15/2020,-7,6,38,-16,-8,3
10,Delaware,The Whole State,3,3/16/2020,0,15,9,-15,-19,7
10,Delaware,The Whole State,3,3/17/2020,-17,4,36,-21,-27,11
10,Delaware,The Whole State,3,3/18/2020,-23,1,39,-24,-30,12
10,Delaware,The Whole State,3,3/19/2020,-26,0,13,-39,-33,14
10,Delaware,The Whole State,3,3/20/2020,-25,1,75,-37,-34,15
10,Delaware,The Whole State,4,3/21/2020,-34,-7,56,-38,-21,11
10,Delaware,The Whole State,4,3/22/2020,-38,-13,-5,-53,-29,10
10,Delaware,The Whole State,4,3/23/2020,-31,-9,-46,-50,-39,17
10,Delaware,The Whole State,4,3/24/2020,-42,-22,24,-46,-44,18
10,Delaware,The Whole State,4,3/25/2020,-47,-29,-44,-50,-46,21
10,Delaware,The Whole State,4,3/26/2020,-38,-18,51,-41,-45,18
10,Delaware,The Whole State,4,3/27/2020,-40,-22,29,-48,-44,20
10,Delaware,The Whole State,5,3/28/2020,-51,-32,-45,-55,-34,16
10,Delaware,The Whole State,5,3/29/2020,-47,-28,-6,-57,-37,12
